,id,title,abstract,categories,title_abstract
118235,0904.1569,"Induced interaction and crystallization of self-localized impurity
  fields in a Bose-Einstein condensate","  We model the behavior of N classical impurity fields immersed in a larger
Bose-Einstein condensate by N+1 coupled nonlinear Schrodinger equations in 1,
2, and 3 space dimensions. We discuss the stability of the uniform miscible
system and show the importance of surface tension for self localization of the
impurity fields. We derive analytically the attractive tail of
impurity-impurity interaction due to mediation by the underlying condensate.
Assuming all impurity fields interact with the same strength, we explore the
resulting phase diagram, which contains four phases: {\it I}) all fields are
miscible; {\it II}) the impurity fields are miscible with each other but phase
separate from the condensate as a single bubble; {\it III}) the localized
impurity fields stay miscible with the condensate, but not with each other; and
{\it IV}) the impurity fields phase separate from the condensate and each
other, forming a crystalline structure within a bubble. Thus, we show that a
crystal can be constructed solely from superfluid components. Finally, we argue
that the crystalline phases maintain their superfluid behavior, i.e. they
possess a nonclassical rotational inertia, which, combined with lattice order,
is a characteristic of supersolidity.
",cond-mat.quant-gas,"Induced interaction and crystallization of self-localized impurity
  fields in a Bose-Einstein condensate   We model the behavior of N classical impurity fields immersed in a larger
Bose-Einstein condensate by N+1 coupled nonlinear Schrodinger equations in 1,
2, and 3 space dimensions. We discuss the stability of the uniform miscible
system and show the importance of surface tension for self localization of the
impurity fields. We derive analytically the attractive tail of
impurity-impurity interaction due to mediation by the underlying condensate.
Assuming all impurity fields interact with the same strength, we explore the
resulting phase diagram, which contains four phases: {\it I}) all fields are
miscible; {\it II}) the impurity fields are miscible with each other but phase
separate from the condensate as a single bubble; {\it III}) the localized
impurity fields stay miscible with the condensate, but not with each other; and
{\it IV}) the impurity fields phase separate from the condensate and each
other, forming a crystalline structure within a bubble. Thus, we show that a
crystal can be constructed solely from superfluid components. Finally, we argue
that the crystalline phases maintain their superfluid behavior, i.e. they
possess a nonclassical rotational inertia, which, combined with lattice order,
is a characteristic of supersolidity.
"
172,0704.0173,Bonding of H in O vacancies of ZnO,"  We investigate the bonding of H in O vacancies of ZnO using density
functional calculations. We find that H is anionic and does not form
multicenter bonds with Zn in this compound.
",cond-mat.mtrl-sci,"Bonding of H in O vacancies of ZnO   We investigate the bonding of H in O vacancies of ZnO using density
functional calculations. We find that H is anionic and does not form
multicenter bonds with Zn in this compound.
"
1819,0704.1820,Odd Triplet Pairing in clean Superconductor/Ferromagnet heterostructures,"  We study triplet pairing correlations in clean Ferromagnet (F)/Superconductor
(S) nanojunctions, via fully self consistent solution of the Bogoliubov-de
Gennes equations. We consider FSF trilayers, with S being an s-wave
superconductor, and an arbitrary angle $\alpha$ between the magnetizations of
the two F layers. We find that contrary to some previous expectations, triplet
correlations, odd in time, are induced in both the S and F layers in the clean
limit. We investigate their behavior as a function of time, position, and
$\alpha$. The triplet amplitudes are largest at times on the order of the
inverse ``Debye'' frequency, and at that time scale they are long ranged in
both S and F. The zero temperature condensation energy is found to be lowest
when the magnetizations are antiparallel.
",cond-mat.supr-con,"Odd Triplet Pairing in clean Superconductor/Ferromagnet heterostructures   We study triplet pairing correlations in clean Ferromagnet (F)/Superconductor
(S) nanojunctions, via fully self consistent solution of the Bogoliubov-de
Gennes equations. We consider FSF trilayers, with S being an s-wave
superconductor, and an arbitrary angle $\alpha$ between the magnetizations of
the two F layers. We find that contrary to some previous expectations, triplet
correlations, odd in time, are induced in both the S and F layers in the clean
limit. We investigate their behavior as a function of time, position, and
$\alpha$. The triplet amplitudes are largest at times on the order of the
inverse ``Debye'' frequency, and at that time scale they are long ranged in
both S and F. The zero temperature condensation energy is found to be lowest
when the magnetizations are antiparallel.
"
119547,0904.2881,"A supercritical superfluid and vortex unbinding following a quantum
  quench","  We study the dynamics of the relative phase of a bilayer of two-dimensional
superfluids after the two superfluids have been decoupled, using truncated
Wigner approximation. On short time scales the relative phase shows ""light
cone"" like thermalization and creates a metastable superfluid state, which can
be supercritical. On longer time scales this state relaxes to a disordered
state due to dynamical vortex unbinding. This scenario of dynamically
suppressed vortex proliferation constitutes a {\it reverse-Kibble-Zurek
effect}. We observe dynamics of creation of vortex anti-vortex pairs and their
consequent motion. Our predictions can be directly measured in interference
experiments, see Ref 1.
",cond-mat.quant-gas,"A supercritical superfluid and vortex unbinding following a quantum
  quench   We study the dynamics of the relative phase of a bilayer of two-dimensional
superfluids after the two superfluids have been decoupled, using truncated
Wigner approximation. On short time scales the relative phase shows ""light
cone"" like thermalization and creates a metastable superfluid state, which can
be supercritical. On longer time scales this state relaxes to a disordered
state due to dynamical vortex unbinding. This scenario of dynamically
suppressed vortex proliferation constitutes a {\it reverse-Kibble-Zurek
effect}. We observe dynamics of creation of vortex anti-vortex pairs and their
consequent motion. Our predictions can be directly measured in interference
experiments, see Ref 1.
"
182,0704.0183,"Temperature Dependence of the Tensile Properties of Single Walled Carbon
  Nanotubes: O(N) Tight Binding MD Simulation","  This paper examines the effect of temperature on the structural stability and
mechanical properties of 20 layered (10,10) single walled carbon nanotubes
(SWCNTs) under tensile loading using an O(N) tight binding molecular dynamics
(TBMD) simulation method. We observed that (10,10) tube can sustain its
structural stability for the strain values of 0.23 in elongation and 0.06 in
compression at 300K. Bond breaking strain value decreases with increasing
temperature under streching but not under compression. The elastic limit,
Young's modulus, tensile strength and Poisson ratio are calculated as 0.10,
0.395 TPa, 83.23 GPa, 0.285, respectively, at 300K. In the temperature range
from 300K to 900K; Young's modulus and the tensile strengths are decreasing
with increasing temperature while the Poisson ratio is increasing. At higher
temperatures, Young's modulus starts to increase while the Poisson ratio and
tensile strength decrease. In the temperature range from 1200K to 1800K, the
SWCNT is already deformed and softened. Applying strain on these deformed and
softened SWCNTs do not follow the same pattern as in the temperature range of
300K to 900K.
",cond-mat.mtrl-sci,"Temperature Dependence of the Tensile Properties of Single Walled Carbon
  Nanotubes: O(N) Tight Binding MD Simulation   This paper examines the effect of temperature on the structural stability and
mechanical properties of 20 layered (10,10) single walled carbon nanotubes
(SWCNTs) under tensile loading using an O(N) tight binding molecular dynamics
(TBMD) simulation method. We observed that (10,10) tube can sustain its
structural stability for the strain values of 0.23 in elongation and 0.06 in
compression at 300K. Bond breaking strain value decreases with increasing
temperature under streching but not under compression. The elastic limit,
Young's modulus, tensile strength and Poisson ratio are calculated as 0.10,
0.395 TPa, 83.23 GPa, 0.285, respectively, at 300K. In the temperature range
from 300K to 900K; Young's modulus and the tensile strengths are decreasing
with increasing temperature while the Poisson ratio is increasing. At higher
temperatures, Young's modulus starts to increase while the Poisson ratio and
tensile strength decrease. In the temperature range from 1200K to 1800K, the
SWCNT is already deformed and softened. Applying strain on these deformed and
softened SWCNTs do not follow the same pattern as in the temperature range of
300K to 900K.
"
2974,0704.2975,The Vogel-Fulcher-Tamman law in the elastic theory of glass transition,"  We propose that the origin of the Vogel-Fulcher-Tammann law is the increase
of the range of elastic interaction between local relaxation events in a
liquid. In this picture, we discuss the origin of cooperativity of relaxation,
the absence of divergence of relaxation time at a finite temperature and the
crossover to a more Arrhenius behaviour at low temperature.
",cond-mat.dis-nn,"The Vogel-Fulcher-Tamman law in the elastic theory of glass transition   We propose that the origin of the Vogel-Fulcher-Tammann law is the increase
of the range of elastic interaction between local relaxation events in a
liquid. In this picture, we discuss the origin of cooperativity of relaxation,
the absence of divergence of relaxation time at a finite temperature and the
crossover to a more Arrhenius behaviour at low temperature.
"
1717,0704.1718,Spin-spin Correlation in Some Excited States of Transverse Ising Model,"  We consider the transverse Ising model in one dimension with
nearest-neighbour interaction and calculate exactly the longitudinal spin-spin
correlation for a class of excited states. These states are known to play an
important role in the perturbative treatment of one-dimensional transverse
Ising model with frustrated second-neighbour interaction. To calculate the
correlation, we follow the earlier procedure of Wu, use Szego's theorem and
also use Fisher-Hartwig conjecture. The result is that the correlation decays
algebraically with distance ($n$) as $1/\surd n$ and is oscillatory or
non-oscillatory depending on the magnitude of the transverse field.
",cond-mat.stat-mech,"Spin-spin Correlation in Some Excited States of Transverse Ising Model   We consider the transverse Ising model in one dimension with
nearest-neighbour interaction and calculate exactly the longitudinal spin-spin
correlation for a class of excited states. These states are known to play an
important role in the perturbative treatment of one-dimensional transverse
Ising model with frustrated second-neighbour interaction. To calculate the
correlation, we follow the earlier procedure of Wu, use Szego's theorem and
also use Fisher-Hartwig conjecture. The result is that the correlation decays
algebraically with distance ($n$) as $1/\surd n$ and is oscillatory or
non-oscillatory depending on the magnitude of the transverse field.
"
1174,0704.1175,"Complete synchronization of convective patterns between Gray-Scott
  systems","  Two identical 1D autocatalytic systems with Gray--Scott kinetics--driven
towards convectively unstable regimes and submitted to independent
spatiotemporal Gaussian white noises--are coupled unidirectionally, but
otherwise linearly. Numerical simulation then reveals that (even when perturbed
by noise) the slave system replicates the convective patterns arising in the
master one to a very high degree of precision, as indicated by several measures
of synchronization.
",cond-mat.stat-mech,"Complete synchronization of convective patterns between Gray-Scott
  systems   Two identical 1D autocatalytic systems with Gray--Scott kinetics--driven
towards convectively unstable regimes and submitted to independent
spatiotemporal Gaussian white noises--are coupled unidirectionally, but
otherwise linearly. Numerical simulation then reveals that (even when perturbed
by noise) the slave system replicates the convective patterns arising in the
master one to a very high degree of precision, as indicated by several measures
of synchronization.
"
844,0704.0845,Information entropic superconducting microcooler,"  We consider a design for a cyclic microrefrigerator using a superconducting
flux qubit. Adiabatic modulation of the flux combined with thermalization can
be used to transfer energy from a lower temperature normal metal thin film
resistor to another one at higher temperature. The frequency selectivity of
photonic heat conduction is achieved by including the hot resistor as part of a
high frequency LC resonator and the cold one as part of a low-frequency
oscillator while keeping both circuits in the underdamped regime. We discuss
the performance of the device in an experimentally realistic setting. This
device illustrates the complementarity of information and thermodynamic entropy
as the erasure of the quantum bit directly relates to the cooling of the
resistor.
",cond-mat.supr-con,"Information entropic superconducting microcooler   We consider a design for a cyclic microrefrigerator using a superconducting
flux qubit. Adiabatic modulation of the flux combined with thermalization can
be used to transfer energy from a lower temperature normal metal thin film
resistor to another one at higher temperature. The frequency selectivity of
photonic heat conduction is achieved by including the hot resistor as part of a
high frequency LC resonator and the cold one as part of a low-frequency
oscillator while keeping both circuits in the underdamped regime. We discuss
the performance of the device in an experimentally realistic setting. This
device illustrates the complementarity of information and thermodynamic entropy
as the erasure of the quantum bit directly relates to the cooling of the
resistor.
"
121,0704.0122,Spinor dipolar Bose-Einstein condensates; Classical spin approach,"  Magnetic dipole-dipole interaction dominated Bose-Einstein condensates are
discussed under spinful situations. We treat the spin degrees of freedom as a
classical spin vector, approaching from large spin limit to obtain an effective
minimal Hamiltonian; a version extended from a non-linear sigma model. By
solving the Gross-Pitaevskii equation we find several novel spin textures where
the mass density and spin density are strongly coupled, depending upon trap
geometries due to the long-range and anisotropic natures of the dipole-dipole
interaction.
",cond-mat.other,"Spinor dipolar Bose-Einstein condensates; Classical spin approach   Magnetic dipole-dipole interaction dominated Bose-Einstein condensates are
discussed under spinful situations. We treat the spin degrees of freedom as a
classical spin vector, approaching from large spin limit to obtain an effective
minimal Hamiltonian; a version extended from a non-linear sigma model. By
solving the Gross-Pitaevskii equation we find several novel spin textures where
the mass density and spin density are strongly coupled, depending upon trap
geometries due to the long-range and anisotropic natures of the dipole-dipole
interaction.
"
1154,0704.1155,"Noise-induced phase transitions: Effects of the noises' statistics and
  spectrum","  The local, uncorrelated multiplicative noises driving a second-order, purely
noise-induced, ordering phase transition (NIPT) were assumed to be Gaussian and
white in the model of [Phys. Rev. Lett. \textbf{73}, 3395 (1994)]. The
potential scientific and technological interest of this phenomenon calls for a
study of the effects of the noises' statistics and spectrum. This task is
facilitated if these noises are dynamically generated by means of stochastic
differential equations (SDE) driven by white noises. One such case is that of
Ornstein--Uhlenbeck noises which are stationary, with Gaussian pdf and a
variance reduced by the self-correlation time (\tau), and whose effect on the
NIPT phase diagram has been studied some time ago. Another such case is when
the stationary pdf is a (colored) Tsallis' (q)--\emph{Gaussian} which, being a
\emph{fat-tail} distribution for (q>1) and a \emph{compact-support} one for
(q<1), allows for a controlled exploration of the effects of the departure from
Gaussian statistics. As done before with stochastic resonance and other
phenomena, we now exploit this tool to study--within a simple mean-field
approximation and with an emphasis on the \emph{order parameter} and the
``\emph{susceptibility}''--the combined effect on NIPT of the noises'
statistics and spectrum. Even for relatively small (\tau), it is shown that
whereas fat-tail noise distributions ((q>1)) counteract the effect of
self-correlation, compact-support ones ((q<1)) enhance it. Also, an interesting
effect on the susceptibility is seen in the last case.
",cond-mat.stat-mech,"Noise-induced phase transitions: Effects of the noises' statistics and
  spectrum   The local, uncorrelated multiplicative noises driving a second-order, purely
noise-induced, ordering phase transition (NIPT) were assumed to be Gaussian and
white in the model of [Phys. Rev. Lett. \textbf{73}, 3395 (1994)]. The
potential scientific and technological interest of this phenomenon calls for a
study of the effects of the noises' statistics and spectrum. This task is
facilitated if these noises are dynamically generated by means of stochastic
differential equations (SDE) driven by white noises. One such case is that of
Ornstein--Uhlenbeck noises which are stationary, with Gaussian pdf and a
variance reduced by the self-correlation time (\tau), and whose effect on the
NIPT phase diagram has been studied some time ago. Another such case is when
the stationary pdf is a (colored) Tsallis' (q)--\emph{Gaussian} which, being a
\emph{fat-tail} distribution for (q>1) and a \emph{compact-support} one for
(q<1), allows for a controlled exploration of the effects of the departure from
Gaussian statistics. As done before with stochastic resonance and other
phenomena, we now exploit this tool to study--within a simple mean-field
approximation and with an emphasis on the \emph{order parameter} and the
``\emph{susceptibility}''--the combined effect on NIPT of the noises'
statistics and spectrum. Even for relatively small (\tau), it is shown that
whereas fat-tail noise distributions ((q>1)) counteract the effect of
self-correlation, compact-support ones ((q<1)) enhance it. Also, an interesting
effect on the susceptibility is seen in the last case.
"
528,0704.0529,"Scanning Tunneling Spectroscopy in the Superconducting State and Vortex
  Cores of the beta-pyrochlore KOs2O6","  We performed the first scanning tunneling spectroscopy measurements on the
pyrochlore superconductor KOs2O6 (Tc = 9.6 K) in both zero magnetic field and
the vortex state at several temperatures above 1.95 K. This material presents
atomically flat surfaces, yielding spatially homogeneous spectra which reveal
fully-gapped superconductivity with a gap anisotropy of 30%. Measurements
performed at fields of 2 and 6 T display a hexagonal Abrikosov flux line
lattice. From the shape of the vortex cores, we extract a coherence length of
31-40 {\AA}, in agreement with the value derived from the upper critical field
Hc2. We observe a reduction in size of the vortex cores (and hence the
coherence length) with increasing field which is consistent with the
unexpectedly high and unsaturated upper critical field reported.
",cond-mat.supr-con,"Scanning Tunneling Spectroscopy in the Superconducting State and Vortex
  Cores of the beta-pyrochlore KOs2O6   We performed the first scanning tunneling spectroscopy measurements on the
pyrochlore superconductor KOs2O6 (Tc = 9.6 K) in both zero magnetic field and
the vortex state at several temperatures above 1.95 K. This material presents
atomically flat surfaces, yielding spatially homogeneous spectra which reveal
fully-gapped superconductivity with a gap anisotropy of 30%. Measurements
performed at fields of 2 and 6 T display a hexagonal Abrikosov flux line
lattice. From the shape of the vortex cores, we extract a coherence length of
31-40 {\AA}, in agreement with the value derived from the upper critical field
Hc2. We observe a reduction in size of the vortex cores (and hence the
coherence length) with increasing field which is consistent with the
unexpectedly high and unsaturated upper critical field reported.
"
482,0704.0483,"Vortex state in a Fulde-Ferrell-Larkin-Ovchinnikov superconductor based
  on the quasiclassical theory","  We investigate the vortex state with Fulde-Ferrell-Larkin-Ovchinnikov (FFLO)
modulations suggested for a high field phase of CeCoIn_5. On the basis of the
quasiclassical Eilenberger theory, we calculate the three dimensional structure
of pair potentials, internal magnetic fields, paramagnetic moments, and
electronic states, for the s-wave and the d-wave pairings comparatively. The
\pi-phase shift of the pair potential at the FFLO nodal plane or at the vortex
core induces sharp peak states in the local density of states, and enhances the
local paramagnetic moment. We also discuss the NMR spectrum and the neutron
scattering as methods to detect the FFLO structure.
",cond-mat.supr-con,"Vortex state in a Fulde-Ferrell-Larkin-Ovchinnikov superconductor based
  on the quasiclassical theory   We investigate the vortex state with Fulde-Ferrell-Larkin-Ovchinnikov (FFLO)
modulations suggested for a high field phase of CeCoIn_5. On the basis of the
quasiclassical Eilenberger theory, we calculate the three dimensional structure
of pair potentials, internal magnetic fields, paramagnetic moments, and
electronic states, for the s-wave and the d-wave pairings comparatively. The
\pi-phase shift of the pair potential at the FFLO nodal plane or at the vortex
core induces sharp peak states in the local density of states, and enhances the
local paramagnetic moment. We also discuss the NMR spectrum and the neutron
scattering as methods to detect the FFLO structure.
"
4395,0705.0393,"Non-saturating magnetoresistance of inhomogeneous conductors: comparison
  of experiment and simulation","  The silver chalcogenides provide a striking example of the benefits of
imperfection. Nanothreads of excess silver cause distortions in the current
flow that yield a linear and non-saturating transverse magnetoresistance (MR).
Associated with the large and positive MR is a negative longitudinal MR. The
longitudinal MR only occurs in the three-dimensional limit and thereby permits
the determination of a characteristic length scale set by the spatial
inhomogeneity. We find that this fundamental inhomogeneity length can be as
large as ten microns. Systematic measurements of the diagonal and off-diagonal
components of the resistivity tensor in various sample geometries show clear
evidence of the distorted current paths posited in theoretical simulations. We
use a random resistor network model to fit the linear MR, and expand it from
two to three dimensions to depict current distortions in the third (thickness)
dimension. When compared directly to experiments on Ag$_{2\pm\delta}$Se and
Ag$_{2\pm\delta}$Te, in magnetic fields up to 55 T, the model identifies
conductivity fluctuations due to macroscopic inhomogeneities as the underlying
physical mechanism. It also accounts reasonably quantitatively for the various
components of the resistivity tensor observed in the experiments.
",cond-mat.dis-nn,"Non-saturating magnetoresistance of inhomogeneous conductors: comparison
  of experiment and simulation   The silver chalcogenides provide a striking example of the benefits of
imperfection. Nanothreads of excess silver cause distortions in the current
flow that yield a linear and non-saturating transverse magnetoresistance (MR).
Associated with the large and positive MR is a negative longitudinal MR. The
longitudinal MR only occurs in the three-dimensional limit and thereby permits
the determination of a characteristic length scale set by the spatial
inhomogeneity. We find that this fundamental inhomogeneity length can be as
large as ten microns. Systematic measurements of the diagonal and off-diagonal
components of the resistivity tensor in various sample geometries show clear
evidence of the distorted current paths posited in theoretical simulations. We
use a random resistor network model to fit the linear MR, and expand it from
two to three dimensions to depict current distortions in the third (thickness)
dimension. When compared directly to experiments on Ag$_{2\pm\delta}$Se and
Ag$_{2\pm\delta}$Te, in magnetic fields up to 55 T, the model identifies
conductivity fluctuations due to macroscopic inhomogeneities as the underlying
physical mechanism. It also accounts reasonably quantitatively for the various
components of the resistivity tensor observed in the experiments.
"
1154,0704.1155,"Noise-induced phase transitions: Effects of the noises' statistics and
  spectrum","  The local, uncorrelated multiplicative noises driving a second-order, purely
noise-induced, ordering phase transition (NIPT) were assumed to be Gaussian and
white in the model of [Phys. Rev. Lett. \textbf{73}, 3395 (1994)]. The
potential scientific and technological interest of this phenomenon calls for a
study of the effects of the noises' statistics and spectrum. This task is
facilitated if these noises are dynamically generated by means of stochastic
differential equations (SDE) driven by white noises. One such case is that of
Ornstein--Uhlenbeck noises which are stationary, with Gaussian pdf and a
variance reduced by the self-correlation time (\tau), and whose effect on the
NIPT phase diagram has been studied some time ago. Another such case is when
the stationary pdf is a (colored) Tsallis' (q)--\emph{Gaussian} which, being a
\emph{fat-tail} distribution for (q>1) and a \emph{compact-support} one for
(q<1), allows for a controlled exploration of the effects of the departure from
Gaussian statistics. As done before with stochastic resonance and other
phenomena, we now exploit this tool to study--within a simple mean-field
approximation and with an emphasis on the \emph{order parameter} and the
``\emph{susceptibility}''--the combined effect on NIPT of the noises'
statistics and spectrum. Even for relatively small (\tau), it is shown that
whereas fat-tail noise distributions ((q>1)) counteract the effect of
self-correlation, compact-support ones ((q<1)) enhance it. Also, an interesting
effect on the susceptibility is seen in the last case.
",cond-mat.stat-mech,"Noise-induced phase transitions: Effects of the noises' statistics and
  spectrum   The local, uncorrelated multiplicative noises driving a second-order, purely
noise-induced, ordering phase transition (NIPT) were assumed to be Gaussian and
white in the model of [Phys. Rev. Lett. \textbf{73}, 3395 (1994)]. The
potential scientific and technological interest of this phenomenon calls for a
study of the effects of the noises' statistics and spectrum. This task is
facilitated if these noises are dynamically generated by means of stochastic
differential equations (SDE) driven by white noises. One such case is that of
Ornstein--Uhlenbeck noises which are stationary, with Gaussian pdf and a
variance reduced by the self-correlation time (\tau), and whose effect on the
NIPT phase diagram has been studied some time ago. Another such case is when
the stationary pdf is a (colored) Tsallis' (q)--\emph{Gaussian} which, being a
\emph{fat-tail} distribution for (q>1) and a \emph{compact-support} one for
(q<1), allows for a controlled exploration of the effects of the departure from
Gaussian statistics. As done before with stochastic resonance and other
phenomena, we now exploit this tool to study--within a simple mean-field
approximation and with an emphasis on the \emph{order parameter} and the
``\emph{susceptibility}''--the combined effect on NIPT of the noises'
statistics and spectrum. Even for relatively small (\tau), it is shown that
whereas fat-tail noise distributions ((q>1)) counteract the effect of
self-correlation, compact-support ones ((q<1)) enhance it. Also, an interesting
effect on the susceptibility is seen in the last case.
"
215,0704.0216,Ab initio Study of Graphene on SiC,"  Employing density-functional calculations we study single and double graphene
layers on Si- and C-terminated 1x1-6H-SiC surfaces. We show that, in contrast
to earlier assumptions, the first carbon layer is covalently bonded to the
substrate, and cannot be responsible for the graphene-type electronic spectrum
observed experimentally. The characteristic spectrum of free-standing graphene
appears with the second carbon layer, which exhibits a weak van der Waals
bonding to the underlying structure. For Si-terminated substrate, the interface
is metallic, whereas on C-face it is semiconducting or semimetallic for single
or double graphene coverage, respectively.
",cond-mat.mtrl-sci,"Ab initio Study of Graphene on SiC   Employing density-functional calculations we study single and double graphene
layers on Si- and C-terminated 1x1-6H-SiC surfaces. We show that, in contrast
to earlier assumptions, the first carbon layer is covalently bonded to the
substrate, and cannot be responsible for the graphene-type electronic spectrum
observed experimentally. The characteristic spectrum of free-standing graphene
appears with the second carbon layer, which exhibits a weak van der Waals
bonding to the underlying structure. For Si-terminated substrate, the interface
is metallic, whereas on C-face it is semiconducting or semimetallic for single
or double graphene coverage, respectively.
"
2976,0704.2977,Liquid elasticity length and universal dynamic crossovers,"  We discuss two main universal dynamic crossovers in a liquid that correspond
to relaxation times of 1 ps and $10^{-7}-10^{-6}$ s. We introduce the concept
of liquid elasticity length $d_{el}$. At room temperature, $d_{el}$ is several
\AA in water and increases to 0.01 mm in honey and 1 mm in tar. We show that on
temperature decrease, $d_{el}$ crosses the fundamental lengths of the system,
medium-range order $d_m$ and system size $L$. We discuss how $d_{el}=d_m$ and
$d_{el}=L$ correspond to the two dynamic crossovers.
",cond-mat.dis-nn,"Liquid elasticity length and universal dynamic crossovers   We discuss two main universal dynamic crossovers in a liquid that correspond
to relaxation times of 1 ps and $10^{-7}-10^{-6}$ s. We introduce the concept
of liquid elasticity length $d_{el}$. At room temperature, $d_{el}$ is several
\AA in water and increases to 0.01 mm in honey and 1 mm in tar. We show that on
temperature decrease, $d_{el}$ crosses the fundamental lengths of the system,
medium-range order $d_m$ and system size $L$. We discuss how $d_{el}=d_m$ and
$d_{el}=L$ correspond to the two dynamic crossovers.
"
2974,0704.2975,The Vogel-Fulcher-Tamman law in the elastic theory of glass transition,"  We propose that the origin of the Vogel-Fulcher-Tammann law is the increase
of the range of elastic interaction between local relaxation events in a
liquid. In this picture, we discuss the origin of cooperativity of relaxation,
the absence of divergence of relaxation time at a finite temperature and the
crossover to a more Arrhenius behaviour at low temperature.
",cond-mat.dis-nn,"The Vogel-Fulcher-Tamman law in the elastic theory of glass transition   We propose that the origin of the Vogel-Fulcher-Tammann law is the increase
of the range of elastic interaction between local relaxation events in a
liquid. In this picture, we discuss the origin of cooperativity of relaxation,
the absence of divergence of relaxation time at a finite temperature and the
crossover to a more Arrhenius behaviour at low temperature.
"
1791,0704.1792,Quantum control and entanglement using periodic driving fields,"  We propose a scheme for producing directed motion in a lattice system by
applying a periodic driving potential. By controlling the dynamics by means of
the effect known as coherent destruction of tunneling, we demonstrate a novel
ratchet-like effect that enables particles to be coherently manipulated and
steered without requiring local control. Entanglement between particles can
also be controllably generated, which points to the attractive possibility of
using these technique for quantum information processing.
",cond-mat.other,"Quantum control and entanglement using periodic driving fields   We propose a scheme for producing directed motion in a lattice system by
applying a periodic driving potential. By controlling the dynamics by means of
the effect known as coherent destruction of tunneling, we demonstrate a novel
ratchet-like effect that enables particles to be coherently manipulated and
steered without requiring local control. Entanglement between particles can
also be controllably generated, which points to the attractive possibility of
using these technique for quantum information processing.
"
384,0704.0385,Super-shell structures and pairing in ultracold trapped Fermi gases,"  We calculate level densities and pairing gaps for an ultracold dilute gas of
fermionic atoms in harmonic traps under the influence of mean field and
anharmonic quartic trap potentials. Super-shell structures, which were found in
Hartree-Fock calculations, are calculated analytically within periodic orbit
theory as well as from WKB calculations. For attractive interactions, the
underlying level densities are crucial for pairing and super-shell structures
in gaps are predicted.
",cond-mat.other,"Super-shell structures and pairing in ultracold trapped Fermi gases   We calculate level densities and pairing gaps for an ultracold dilute gas of
fermionic atoms in harmonic traps under the influence of mean field and
anharmonic quartic trap potentials. Super-shell structures, which were found in
Hartree-Fock calculations, are calculated analytically within periodic orbit
theory as well as from WKB calculations. For attractive interactions, the
underlying level densities are crucial for pairing and super-shell structures
in gaps are predicted.
"
2137,0704.2138,Semi-classical buckling of stiff polymers,"  A quantitative theory of the buckling of a worm like chain based on a
semi-classical approximation of the partition function is presented. The
contribution of thermal fluctuations to the force-extension relation that
allows to go beyond the classical Euler buckling is derived in the linear and
non-linear regime as well. It is shown that the thermal fluctuations in the
nonlinear buckling regime increase the end-to-end distance of the semiflexible
rod if it is confined to 2 dimensions as opposed to the 3 dimensional case. Our
approach allows a complete physical understanding of buckling in D=2 and in D=3
below and above the Euler transition.
",cond-mat.soft,"Semi-classical buckling of stiff polymers   A quantitative theory of the buckling of a worm like chain based on a
semi-classical approximation of the partition function is presented. The
contribution of thermal fluctuations to the force-extension relation that
allows to go beyond the classical Euler buckling is derived in the linear and
non-linear regime as well. It is shown that the thermal fluctuations in the
nonlinear buckling regime increase the end-to-end distance of the semiflexible
rod if it is confined to 2 dimensions as opposed to the 3 dimensional case. Our
approach allows a complete physical understanding of buckling in D=2 and in D=3
below and above the Euler transition.
"
3014,0704.3015,A surface force apparatus for nanorheology under large shear strain,"  We describe a surface force apparatus designed to probe the rheology of a
nanoconfined medium under large shear amplitudes (up to 500 $\mu$m). The
instrument can be operated in closed-loop, controlling either the applied
normal load or the thickness of the medium during shear experiments. Feedback
control allows to greatly extend the range of confinement/shear strain
attainable with the surface force apparatus. The performances of the instrument
are illustrated using hexadecane as the confined medium.
",cond-mat.soft,"A surface force apparatus for nanorheology under large shear strain   We describe a surface force apparatus designed to probe the rheology of a
nanoconfined medium under large shear amplitudes (up to 500 $\mu$m). The
instrument can be operated in closed-loop, controlling either the applied
normal load or the thickness of the medium during shear experiments. Feedback
control allows to greatly extend the range of confinement/shear strain
attainable with the surface force apparatus. The performances of the instrument
are illustrated using hexadecane as the confined medium.
"
187,0704.0188,Biased random walks on combs,"  We develop rigorous, analytic techniques to study the behaviour of biased
random walks on combs. This enables us to calculate exactly the spectral
dimension of random comb ensembles for any bias scenario in the teeth or spine.
Two specific examples of random comb ensembles are discussed; the random comb
with nonzero probability of an infinitely long tooth at each vertex on the
spine and the random comb with a power law distribution of tooth lengths. We
also analyze transport properties along the spine for these probability
measures.
",cond-mat.other,"Biased random walks on combs   We develop rigorous, analytic techniques to study the behaviour of biased
random walks on combs. This enables us to calculate exactly the spectral
dimension of random comb ensembles for any bias scenario in the teeth or spine.
Two specific examples of random comb ensembles are discussed; the random comb
with nonzero probability of an infinitely long tooth at each vertex on the
spine and the random comb with a power law distribution of tooth lengths. We
also analyze transport properties along the spine for these probability
measures.
"
